,0
906,Effects of branched carbon nanotubes and graphene nanoplatelets on dielectric properties of thermoplastic polyurethane at different temperatures
907,Enhanced mechanical properties at 400 °C of carbon fabric reinforced phthalonitrile composites by high temperature postcure
908,"Assessment of mechanical, thermal and morphological behavior of nano-Al2O3 embedded glass fiber/epoxy composites at in-situ elevated temperatures"
909,Effective modulus of biological staggered nanocomposites with interface stress effect
910,Parameters prediction of cohesive zone model for simulating composite/adhesive delamination in hygrothermal environments
911,Interlaminar damage detection through the understanding of direct current spreading in continuous fiber reinforced composites
912,Polyphenylene sulfide/liquid crystal polymer blend system for laser direct structuring and electroless plating applications
913,Multi-layered stack consisting of PVDF nanocomposites with flow-induced oriented MWCNT structure can supress electromagnetic radiation
914,Internal transverse reinforcement configuration effect of EB/NSE-FRCM shear strengthening of RC deep beams
915,Textile composite structural analysis taking into account the forming process
916,The fatigue of carbon fibre reinforced plastics - A review
917,Recent advances in novel metallic honeycomb structure
918,Editorial Board
919,Flammability and mechanical properties of composites fabricated with CaCO3-filled pine flakes and Phenol Formaldehyde resin
920,Reinforcement size dependence of mechanical properties and strengthening mechanisms in diamond reinforced titanium metal matrix composites
921,Study on mechanical properties of ternary blended concrete containing two different sizes of nano-SiO2
922,Double scaling and master curve to predict Kts for elliptically notched orthotropic plates from Kts in circularly notched isotropic plates
923,Thermal stability and heat release effect of flame retarded PA66 prepared by end-pieces capping technology
924,Biosynthesized Co-doped TiO2 nanoparticles based anode for lithium-ion battery application and investigating the influence of dopant concentrations on its performance
925,Automated generation of carbon nanotube morphology in cement composite via data-driven approaches
926,Numerical study on three-point bending behavior of honeycomb sandwich with ceramic tile
927,Interfacial structure and bonding mechanism of AZ31/carbon-fiber-reinforced plastic composites fabricated by thermal laser joining
928,Effect of starch reduced graphene oxide on thermal and mechanical properties of phenol formaldehyde resin nanocomposites
929,Interfacial reaction induced efficient load transfer in few-layer graphene reinforced Al matrix composites for high-performance conductor
930,A novel isogeometric beam element based on mixed form of refined zigzag theory for thick sandwich and multilayered composite beams
931,Compressive properties of zinc syntactic foams at elevated temperatures
932,"Impact of Al2O3, TiO2, ZnO and BaTiO3 on the microwave absorption properties of exfoliated graphite/epoxy composites at X-band frequencies"
933,Failure mechanisms of cross-ply carbon fiber reinforced polymer laminates under longitudinal compression with experimental and computational analyses
934,Radiation stability and thermal behaviour of modified UF resin using biorenewable raw material-furfuryl alcohol
935,Improvement of the dynamic instability of shallow hybrid composite cylindrical shells under impulse loads using shape memory alloy wires
936,Novel treatment methods for improving fatigue behavior of laminated glass
937,Structure-property relationship of PLA-Opuntia Ficus Indica biocomposites
938,Stiffness and strength evaluation of a novel FRP sandwich panel for bridge redecking
939,The evaluation of the interfacial and flame retardant properties of glass fiber/unsaturated polyester composites with ammonium dihydrogen phosphate
940,Radiation shielding features using MCNPX code and mechanical properties of the PbONa2OB2O3CaOAl2O3SiO2 glass systems
941,Effects of tension rates and filler size on tensile properties of polypropylene/graphene nano-platelets composites
942,Enhanced simple beam theory for characterising mode-I fracture resistance via a double cantilever beam test
943,"A model of heterogeneous thermoviscoplastic material preserving uniform normal strains under combined compression, tension (or compression) and shearing. Instability and homogenization results"
944,Dynamic moduli and creep damping analysis of short carbon fiber reinforced polymer hybrid nanocomposite containing silica nanoparticle-on the nanoparticle size and volume fraction dependent aggregation
945,Efficient generator of random fiber distribution with diverse volume fractions by random fiber removal
946,Theoretical deflection analysis of multi-walled carbon nanotube reinforced sandwich panel and experimental verification
947,An experimental and numerical investigation on low-velocity impact damage and compression-after-impact behavior of composite laminates
948,Preparation and property evaluation of Glass/Ramie fibers reinforced epoxy hybrid composites
949,Effect of shrinkage reducing admixture on new-to-old concrete interface
950,A novel method to prepare acrylonitrile-butadiene rubber/clay nanocomposites by compounding with clay gel
951,Remarkably Strengthened microinjection molded linear low-density polyethylene (LLDPE) via multi-walled carbon nanotubes derived nanohybrid shish-kebab structure
952,A new approach to the cohesive zone model that includes thermal effects
953,PVC bead assisted selective dispersion of MWCNT for designing efficient electromagnetic interference shielding PVC/MWCNT nanocomposite with very low percolation threshold
954,"Phenyl silane treatment and carding process to improve the mechanical, thermal, and water-absorption properties of regenerated cellulose lyocell/polylactic acid bio-composites"
955,Nanocomposite sponges of sodium alginate/graphene oxide/polyvinyl alcohol as potential wound dressing: In vitro and in vivo evaluation
956,Thermoelectric properties of Al-doped ZnO composite films with polymer nanoparticles prepared by pulsed laser deposition
